Preview,Type,PriceLastSent,ID,WordCount,LengthCat,BestTime,Theme | Tags,LastUsedDate,LastUsedBy,TimesUsed,LastUsedPage,Explicitness
"Just wondering, babe... would you rather make me squirt or make me scream? 🍑😩",BUMP,$0,C08594,14,Short,Morning,,,,,,SQUIRT
Asking for science... how would you take control if I showed up in lace and nothing else?,BUMP,$0,C08595,17,Short,Late Night,,,,,,OTHER
How would you take your time if I told you I’m not allowed to cum until you say so? 😈,BUMP,$0,C08596,20,Short,Morning,,,,,,OTHER
"Babe just curious, describe how you’d touch me if you were behind me, watching me drip down my thighs... :p",BUMP,$0,C08597,20,Short,Afternoon,,,,,,OTHER
What’s the one position you’d keep me in all night if I let you have your way?,BUMP,$0,C08598,17,Short,Evening,,,,,,OTHER
If I showed up in nothing but lace and a filthy little smile... how would you ruin it?,BUMP,$0,C08599,18,Short,Late Night,,,,,,OTHER
I bet your balls are big and full🤤do you want to empty them with my tits🍒🥵,BUMP,$0,C08600,16,Short,Afternoon,,,,,,OTHER
Would you pull my hair or grab my throat first?,BUMP,$0,C08601,10,Short,Afternoon,,,,,,OTHER
If I whispered “I’m not wearing anything”... what would you do next?,BUMP,$0,C08602,12,Short,Evening,,,,,,OTHER
If I spread my legs right now... would you tease or taste?,BUMP,$0,C08603,12,Short,Evening,,,,,,OTHER
Would you let me ride your thigh until I couldn’t take it anymore?,BUMP,$0,C08604,13,Short,Late Night,,,,,,OTHER
Fuck baby i wish i had your cock with me rn so i can ride it till you cum inside💦,BUMP,$0,C08605,20,Short,Afternoon,,,,,,OTHER
Any plans later babe?,BUMP,$0,C08606,4,Short,Morning,,,,,,OTHER
Be honest would you bend me over the counter or carry me to the bed?,BUMP,$0,C08607,15,Short,Afternoon,,,,,,OTHER
If I opened my legs right now... would you kiss me sweet or fuck me filthy? 😈,BUMP,$0,C08608,17,Short,Evening,,,,,,OTHER
Would you rather edge me until I’m crying or make me cum until I can’t speak?,BUMP,$0,C08609,16,Short,Late Night,,,,,,OTHER
"Babe... If I was on my knees, lips parted, eyes locked on you... what would you do first?",BUMP,$0,C08610,18,Short,Morning,,,,,,OTHER
How would you ruin me if I gave you full control for one night? 😈,BUMP,$0,C08611,15,Short,Evening,,,,,,OTHER
Would you tease me slow ‘til I’m dripping... or fuck the need out of me fast?,BUMP,$0,C08612,16,Short,Afternoon,,,,,,OTHER
Babe... would you allow my ass to sit on your face? just asking for science hihi😋,BUMP,$0,C08613,16,Short,Evening,,,,,,OTHER
Quick... describe how you'd have me begging in just three words 😏👅,BUMP,$0,C08614,12,Short,Late Night,,,,,,OTHER
Would you rather kiss me slow and soft... or rough and dirty? 💋👅,BUMP,$0,C08615,13,Short,Morning,,2025-07-28 06:56,George,1,Tori Rae,OTHER
Be honest... would you last longer in my mouth or my pussy? 🍑👅,BUMP,$0,C08616,13,Short,Afternoon,,,,,,OTHER
I’m home alone... guess what I’m about to do with my fingers 😇💦,BUMP,$0,C08617,13,Short,Evening,,,,,,OTHER
If I sent you a video right now... would you watch it with your hand in your pants?,BUMP,$0,C08618,18,Short,Afternoon,,,,,,OTHER
I just picked out a new toy... wanna help me break it in?,BUMP,$0,C08619,13,Short,Evening,,,,,,OTHER
Where would your hands go first if I crawled into your lap wearing nothing underneath?,BUMP,$0,C08620,15,Short,Morning,,,,,,OTHER
"hey babe hihi, If I gave you full control tonight... what’s the first thing you’d do to me?",BUMP,$0,C08621,18,Short,Evening,,,,,,OTHER
What would you say if I told you I’m not wearing anything under this? 🙈,BUMP,$0,C08622,15,Short,Late Night,,,,,,OTHER
"finally happening daddy, the long wait is over! you can watch my first ever sextape 🙈lmk and ill show you 😈",BUMP,$0,C08623,21,Medium,Morning,,,,,,OTHER
If I whispered your name while touching myself... what would you want me to say next?,BUMP,$0,C08624,16,Short,Morning,,,,,,OTHER
If I sucked you slow and messy... would you moan my name or grip my hair tighter?,BUMP,$0,C08625,17,Short,Morning,,,,,,BJ
"If you walked in and saw me touching myself would you watch, join, or ruin me? 👅",BUMP,$0,C08626,17,Short,Afternoon,,,,,,OTHER
What would you do if I sat on your face right now?,BUMP,$0,C08627,12,Short,Evening,,,,,,OTHER
Lick me first or fuck me first? Choose wisely,BUMP,$0,C08628,9,Short,Morning,,,,,,OTHER
What’s your favorite way to make me moan?,BUMP,$0,C08629,8,Short,Late Night,,,,,,OTHER
Imagine me naked... what’s the first thing you touch?,BUMP,$0,C08630,9,Short,Morning,,,,,,OTHER
Where would you cum if I gave you 10 seconds?,BUMP,$0,C08631,10,Short,Afternoon,,,,,,OTHER
Lights on or off while I ride you?,BUMP,$0,C08632,8,Short,Evening,,,,,,G/G
I wanna get nasty babe👅💦 are you there?,BUMP,$0,C08633,8,Short,Evening,,,,,,OTHER
I’m gonna let you into a little secret about me... I’ve always wanted to be a stripper. Would you let me show you how I work my way around a pole? 😈,BUMP,$0,C08634,32,Medium,Afternoon,,,,,,OTHER
Babe... hands on my throat or fingers deep in my pussy?,BUMP,$0,C08635,11,Short,Afternoon,,,,,,OTHER
Asking for science... how fast would you cum if I whispered what I’m thinking right now? 😈💦,BUMP,$0,C08636,17,Short,Afternoon,,,,,,OTHER
"Babe, be honest... would you let me ride your face until I break? 👅",BUMP,$0,C08637,14,Short,Evening,,,,,,OTHER
Just a thought... would you rather record us or keep it just between us?,BUMP,$0,C08638,14,Short,Evening,,,,,,OTHER
"Babe, serious question... do you like it when I talk dirty?",BUMP,$0,C08639,11,Short,Late Night,,,,,,OTHER
If I was bent over in front of you... would you grab my hips or slide in first? 💦,BUMP,$0,C08640,19,Short,Afternoon,,,,,,OTHER
Would you rather pin me down or let me ride you slow and wet? 😈,BUMP,$0,C08641,15,Short,Evening,,,,,,OTHER
Would you rather make me squirt with your fingers or your tongue?,BUMP,$0,C08642,12,Short,Overnight,,,,,,SQUIRT
"What if I pulled you close, lips on your ear, whispering all my dirty thoughts? Would you fuck me right then or make me beg for it?",BUMP,$0,C08643,27,Medium,Evening,,,,,,OTHER
"Would you taste me from head to toe, or just dive straight in, fucking me like you need it now?",BUMP,$0,C08644,20,Short,Late Night,,,,,,OTHER
"If I was riding you slow, how long would it take before you couldn’t take it anymore and flipped me over?",BUMP,$0,C08645,21,Medium,Morning,,,,,,OTHER
"Would you tease me by slowly undressing me, or rip every piece of clothing off and fuck me raw?",BUMP,$0,C08646,19,Short,Morning,,,,,,G/G
"Would you fuck me slow and deep, or make me scream with a fast, hard pounding?",BUMP,$0,C08647,16,Short,Afternoon,,,,,,OTHER
You’ve got the best seat at my table... unlock it 😈🔥,BUMP,$0,C08648,11,Short,Overnight,,,,,,OTHER
something has gotten into me tonight im so fckn hornyyyyy!!!,BUMP,$0,C08649,10,Short,Morning,,,,,,OTHER
did tht last bundle make your cock hard bby?!? 🍆💋,BUMP,$0,C08650,10,Short,Evening,,,,,,BUNDLE
How naughty would you like to see me?😉,BUMP,$0,C08651,8,Short,Evening,,2025-07-29 07:17,George,1,Kay Claire,OTHER
did tht bundle make your dick hard bby 😈,BUMP,$0,C08652,9,Short,Morning,,,,,,BUNDLE
come play with me im so fckn horny this morning 😈,BUMP,$0,C08653,11,Short,Morning,,,,,,OTHER
Made something extra hot🥵 want to see?,BUMP,$0,C08654,7,Short,Afternoon,,,,,,OTHER
"Are you hungry, daddy, wanna lick!? 😋🥵",BUMP,$0,C08655,7,Short,Overnight,,,,,,OTHER
"Because of you, I believe in the goodness of the world. 🥰",BUMP,$0,C08656,12,Short,Morning,,,,,,OTHER
"Turning fans into family, one post at a time. 🥰",BUMP,$0,C08657,10,Short,Afternoon,,,,,,OTHER
You are the reason for every success. ❤️,BUMP,$0,C08658,8,Short,Late Night,,,,,,OTHER
come play with me baby! im feelin extra naughty this morning 😈,BUMP,$0,C08659,12,Short,Afternoon,,,,,,OTHER
First word you think off? 🥰,BUMP,$0,C08660,6,Short,Morning,,,,,,G/G
I took some sexy photos earlier. Wanna see them?😉,BUMP,$0,C08661,9,Short,Morning,,,,,,OTHER
did you like how my tight bod glistens in the water bby?! 💦🥵,BUMP,$0,C08662,13,Short,Late Night,,,,,,OTHER
I know that last one made you hard 😉 whip it out and let me see daddy!! 😋💦,BUMP,$0,C08663,18,Short,Morning,,,,,,OTHER
Where would you blow your load? Tits or ass? 🍒🍒,BUMP,$0,C08664,10,Short,Evening,,,,,,OTHER
come play with me daddyyy im horny af 😈,BUMP,$0,C08665,9,Short,Morning,,2025-07-28 06:58,George,1,Tori Rae,OTHER
lets end this day off right daddy! cum play with me 🥰🥰,BUMP,$0,C08666,12,Short,Morning,,,,,,G/G
Saved that last message just for you—don't miss it! 😘❤️,BUMP,$0,C08667,10,Short,Afternoon,,,,,,OTHER
"OMG, you've never seen me like this! unlock my last message daddy! 🌟😏",BUMP,$0,C08668,13,Short,Late Night,,,,,,OTHER
unfiltered and totally raw just for you baby! 🍒💋,BUMP,$0,C08669,9,Short,Morning,,,,,,OTHER
Craving some company? I know just how to keep you entertained 😘,BUMP,$0,C08670,12,Short,Late Night,,,,,,OTHER
Exclusive content you can't miss! 😈✨,BUMP,$0,C08671,6,Short,Afternoon,,,,,,OTHER
"Hey cuties! 🥰 I’ve got something extra juicy for you today. Trust me, you’re gonna love it 😘",BUMP,$0,C08672,18,Short,Late Night,,,,,,OTHER
"What’s up, babes? 🌙 Ready for some nighttime fun? 😉",BUMP,$0,C08673,10,Short,Morning,,,,,,OTHER
Good morning baby! 🌞 I just uploaded something super naughty for you to start your day right 😈💋,BUMP,$0,C08674,18,Short,Afternoon,,,,,,OTHER
Think you can handle this? Click to find out! 😉🔥,BUMP,$0,C08675,10,Short,Late Night,,,,,,OTHER
Can't wait for you to see this—it’s my best one yet! 😍💋,BUMP,$0,C08676,12,Short,Morning,,,,,,OTHER
"I can’t wait any longer, let’s get frisky tonight!",BUMP,$0,C08677,9,Short,Overnight,,,,,,OTHER
Can't get you out of my head... ready to get wild?,BUMP,$0,C08678,11,Short,Afternoon,,,,,,OTHER
"Hey babe, just wanted to make sure you didn’t miss my latest drop 😘",BUMP,$0,C08679,14,Short,Late Night,,,,,,OTHER
Just a little reminder... you’ve got something super hot waiting for you 😉,BUMP,$0,C08680,13,Short,Overnight,,,,,,OTHER
Good morning! u still in bed? 🙊,BUMP,$0,C08681,7,Short,Afternoon,,,,,,OTHER
what would you do if you found me in your room like this! 😘,BUMP,$0,C08682,14,Short,Evening,,,,,,OTHER
Swap your breakfast for some eye candy😉😋,BUMP,$0,C08683,7,Short,Evening,,,,,,OTHER
"Let's flip a coin – heads, I’m yours; tails, you’re mine. 😘😏",BUMP,$0,C08684,12,Short,Evening,,,,,,OTHER
What kind of videos or photos turn you on the most? 😏,BUMP,$0,C08685,12,Short,Morning,,,,,,OTHER
hows your night going bby?!? come chat with me!! 🥰,BUMP,$0,C08686,10,Short,Late Night,,,,,,OTHER
come play with me dadddy!!,BUMP,$0,C08687,5,Short,Evening,,,,,,OTHER
im wet af rn!! come play with me bby ;),BUMP,$0,C08688,10,Short,Late Night,,,,,,OTHER
What’s the one thing you’ve imagined me doing?🙈,BUMP,$0,C08689,8,Short,Evening,,,,,,OTHER
hey bby how was your day?!? come chat with me :),BUMP,$0,C08690,11,Short,Late Night,,,,,,OTHER
Good morning!! hope you have a great day 😘,BUMP,$0,C08691,9,Short,Afternoon,,,,,,OTHER
Should I keep teasing... or let you take over?😋😉,BUMP,$0,C08692,9,Short,Afternoon,,,,,,OTHER
What would you do if I were in your bed right now?😉😈,BUMP,$0,C08693,12,Short,Late Night,,,,,,OTHER
Which of my recent vids have you enjoyed the most? 📸❤️,BUMP,$0,C08694,11,Short,Afternoon,,,,,,OTHER
come play with me im horny af rn!,BUMP,$0,C08695,8,Short,Late Night,,,,,,OTHER
mmmmmm did tht last bundle make you nut bby?!?,BUMP,$0,C08696,9,Short,Late Night,,,,,,BUNDLE
did you enjoy your bundle bby?!?,BUMP,$0,C08697,6,Short,Overnight,,,,,,BUNDLE
What would you do if I told you I’m not wearing much?🤭😈,BUMP,$0,C08698,12,Short,Afternoon,,,,,,OTHER
Can you undress with just a stare?👀,BUMP,$0,C08699,7,Short,Morning,,,,,,OTHER
What would you do to me if we were together right now 😈,BUMP,$0,C08700,13,Short,Late Night,,,,,,OTHER
Can you tease without saying a word?🤭,BUMP,$0,C08701,7,Short,Late Night,,2025-07-29 07:20,George,1,Kay Claire,OTHER
hope your day is going well bby!😘,BUMP,$0,C08702,7,Short,Late Night,,,,,,OTHER
Feeling adventurous? DM me your naughtiest thoughts 😜,BUMP,$0,C08703,8,Short,Late Night,,,,,,OTHER
Fucckkkkkk i‘m so horny right now 😈🥵,BUMP,$0,C08704,7,Short,Late Night,,,,,,OTHER
Good morning baby 😈 one jerk off a day keeps the doc away 👩🏼‍⚕️😜💦,BUMP,$0,C08705,14,Short,Afternoon,,,,,,JOI
Where‘s the craziest place you‘ve done it?😉😏,BUMP,$0,C08706,7,Short,Late Night,,,,,,OTHER
good morning 🥰 do you want me to wake you up like this everyday? ;),BUMP,$0,C08707,15,Short,Morning,,,,,,OTHER
I want the last digit of your phone number in a tip 😏 I’ll send you back a sexy treat to keep the naughty fun going!,BUMP,$0,C08708,26,Medium,Afternoon,,,,,,OTHER
Are you full?? Because i’m ready to get stuffed 🥵,BUMP,$0,C08709,10,Short,Late Night,,,,,,G/G
lets end this debate once and for all.... ass or tits? 😋,BUMP,$0,C08710,12,Short,Morning,,,,,,OTHER
"Let’s play a game. Each time you tip, I’ll remove a piece of clothing.",BUMP,$0,C08711,14,Short,Evening,,,,,,OTHER
Hey there! 😊 How’s your day going so far? I’d love to hear about it!,BUMP,$0,C08712,15,Short,Evening,,,,,,OTHER
"home alone, you have all my attention rn :)😈",BUMP,$0,C08713,9,Short,Late Night,,,,,,OTHER
i’m feelin generous tonight 😌,BUMP,$0,C08714,5,Short,Late Night,,,,,,OTHER
When you think of me what comes to mind ? 🙃,BUMP,$0,C08715,11,Short,Morning,,,,,,OTHER
I woke up wet this morning. 💦😉,BUMP,$0,C08716,7,Short,Evening,,2025-07-29 07:23,George,1,Kay Claire,OTHER
What would you do to me if you found me like this?,BUMP,$0,C08717,12,Short,Morning,,,,,,OTHER
Shower time is fun when there's two of you.. who wants to join me? ☔,BUMP,$0,C08718,15,Short,Afternoon,,,,,,OTHER
I'm in bed rn... wanna join? 😼,BUMP,$0,C08719,7,Short,Morning,,,,,,OTHER
gooodmorninggg baby! how are u feeling this beautiful Wednesday morning 🥰,BUMP,$0,C08720,11,Short,Afternoon,,,,,,OTHER
bored and horny right now 😏 what are you up to bby?!?,BUMP,$0,C08721,12,Short,Evening,,,,,,OTHER
hope your day is going well!! 🥰,BUMP,$0,C08722,7,Short,Late Night,,,,,,OTHER
good morning baby! hope your day goes well 🥰🥰,BUMP,$0,C08723,9,Short,Afternoon,,,,,,OTHER
wish i could see the look on your face while you were watching that last vid! 😉,BUMP,$0,C08724,17,Short,Afternoon,,,,,,OTHER
I have lots of new content to show you baby🥰,BUMP,$0,C08725,10,Short,Morning,,,,,,OTHER
do you know my VIPs get to see me take everything off...🙈 Can't wait to be your good girl daddy 😈,BUMP,$0,C08726,21,Medium,Evening,,,,,,G/G
Would you start stroking that hard cock if I told you to? 🤭😈,BUMP,$0,C08727,13,Short,Afternoon,,2025-07-28 07:00,George,1,Tori Rae,OTHER
are you doing anything exciting this week 🥰,BUMP,$0,C08728,8,Short,Morning,,,,,,OTHER
wyd i made some new content today🙈,BUMP,$0,C08729,7,Short,Afternoon,,,,,,OTHER
### did i do something wrong?,BUMP,$0,C08730,6,Short,Evening,,,,,,OTHER
Wanna play a naughty game?🥵,BUMP,$0,C08731,5,Short,Evening,,2025-07-29 07:24,George,1,Kay Claire,OTHER
Hiiii,BUMP,$0,C08732,1,Short,Evening,,,,,,OTHER
Does just the thought of me make you that hard? 🙈🍆,BUMP,$0,C08733,11,Short,Morning,,,,,,OTHER
btw which position would put me in first 😋,BUMP,$0,C08734,9,Short,Overnight,,,,,,OTHER
Im feeling too wild today😝,BUMP,$0,C08735,5,Short,Late Night,,,,,,OTHER
would you tan with me😏💋,BUMP,$0,C08736,5,Short,Evening,,,,,,OTHER
ill take it off if you unlock that 🙈 we need to do something about horny i am😩,BUMP,$0,C08737,18,Short,Evening,,,,,,G/G
hey! I'm feeling a lil bit HORNY rn🙈 wanna do something about it?😈,BUMP,$0,C08738,13,Short,Afternoon,,,,,,OTHER
How hard do you get when I’m on your mind? 🙈🍆,BUMP,$0,C08739,11,Short,Late Night,,,,,,OTHER
dont you want to see how ready i am for you?? 🙈😈,BUMP,$0,C08740,12,Short,Evening,,,,,,OTHER
feeling like doing something out of my comfort zone 🤭,BUMP,$0,C08741,10,Short,Afternoon,,,,,,B/G
Would you slip into the shower with me?? 🙈,BUMP,$0,C08742,9,Short,Late Night,,,,,,OTHER
omg i was tipsyyy 😭😭 i probs shouldnt have sent that thinking about it now 🙈 buttt i think i can trust you 😘,BUMP,$0,C08743,24,Medium,Late Night,,,,,,OTHER
found the malibu 😋🙈,BUMP,$0,C08744,4,Short,Evening,,,,,,OTHER
Tell me... where should my mouth go first? 👅😈,BUMP,$0,C08745,9,Short,Afternoon,,,,,,OTHER
What’s your favorite noise to hear when things get hot? 🤭🙈,BUMP,$0,C08746,11,Short,Evening,,,,,,OTHER
baby do you know my VIPs get to see me take everything off...,BUMP,$0,C08747,13,Short,Morning,,,,,,G/G
"What you're missing out on by not being a VIP 🥰 I only want to have 10 people total as VIPs, I only have 3 spots left so hurry if you want to get to know all the parts of me 😘 ***Tip $200*** and instantly become a VIP!!️",BUMP,$0,C08748,49,Medium,Evening,,,,,,OTHER
"Trust me, you need to see how desperate I got for you 😈💖",BUMP,$0,C08749,13,Short,Morning,,,,,,OTHER
Thx for spending time with me tonight 🥰,BUMP,$0,C08750,8,Short,Morning,,,,,,OTHER
Are you good with your tongue?😈,BUMP,$0,C08751,6,Short,Late Night,,2025-07-28 07:02,George,1,Tori Rae,OTHER
I’m cold I don’t want to get out of bed yet😥🥶 can you come cuddle me,BUMP,$0,C08752,16,Short,Afternoon,,,,,,OTHER
want me to make a custom for you tn baby? Can tip me $75 and it’ll towards your request ❤️,BUMP,$0,C08753,20,Short,Morning,,,,,,OTHER
"Do you want eXXXclusive content from me baby🥰 If you do, you should join my VIP list💋 Once you join you get a bunch of fun things from me and I make sure to spoil you - Lifetime access to snap - Half off customs - priority daily messaging - daily pics💕 - access to my more lewd content😏 - and you'll be the first one to see me explore my body as I get more comfortable So if you've been waiting to see me to get my top off you should join my VIP list🥰 tip $200 and you'll get instantly added to my VIP list",BUMP,$0,C08754,107,XL,Afternoon,,,,,,B/G
